"Twilight","Rise","Deleted","Marker","Inserted","Twilight3","Marker3"
2016-06-18 20:23:18.551669,FALSE,FALSE,0,FALSE,2016-06-18 20:23:18.551669,0
2016-06-19 04:02:20.561184,TRUE,FALSE,0,FALSE,2016-06-19 04:02:20.561184,0
2016-06-19 20:23:18.551669,FALSE,FALSE,0,FALSE,2016-06-19 20:23:18.551669,0
2016-06-20 03:54:00.867038,TRUE,FALSE,0,FALSE,2016-06-20 03:54:00.867038,0
2016-06-20 20:21:32.282449,FALSE,FALSE,0,FALSE,2016-06-20 20:21:32.282449,0
2016-06-21 04:02:20.561184,TRUE,FALSE,0,FALSE,2016-06-21 04:02:20.561184,0
2016-06-21 20:24:00.763812,FALSE,FALSE,0,FALSE,2016-06-21 20:24:00.763812,0
2016-06-22 03:42:20.561184,TRUE,FALSE,0,FALSE,2016-06-22 03:42:20.561184,0
2016-06-22 20:31:03.438816,FALSE,FALSE,0,FALSE,2016-06-22 20:31:03.438816,0
2016-06-23 03:46:56.236802,TRUE,FALSE,0,FALSE,2016-06-23 03:46:56.236802,0
2016-06-23 20:23:18.551669,FALSE,FALSE,0,FALSE,2016-06-23 20:23:18.551669,0
2016-06-24 03:42:20.561184,TRUE,FALSE,0,FALSE,2016-06-24 03:42:20.561184,0
2016-06-24 20:26:34.691627,FALSE,FALSE,0,FALSE,2016-06-24 20:26:34.691627,0
2016-06-25 03:49:23.236188,TRUE,FALSE,0,FALSE,2016-06-25 03:49:23.236188,0
2016-06-25 20:26:24.931994,FALSE,FALSE,0,FALSE,2016-06-25 20:26:24.931994,0
2016-06-26 03:40:05.448331,TRUE,FALSE,0,FALSE,2016-06-26 03:40:05.448331,0
2016-06-26 20:31:03.438816,FALSE,FALSE,0,FALSE,2016-06-26 20:31:03.438816,0
2016-06-27 03:54:00.867038,TRUE,FALSE,0,FALSE,2016-06-27 03:54:00.867038,0
2016-06-27 20:21:24.931994,FALSE,FALSE,0,FALSE,2016-06-27 20:21:24.931994,0
2016-06-28 03:45:05.448331,TRUE,FALSE,0,FALSE,2016-06-28 03:45:05.448331,0
2016-06-28 20:28:18.551669,FALSE,FALSE,0,FALSE,2016-06-28 20:28:18.551669,0
2016-06-29 03:47:04.564911,TRUE,FALSE,0,FALSE,2016-06-29 03:47:04.564911,0
2016-06-29 20:26:24.931994,FALSE,FALSE,0,FALSE,2016-06-29 20:26:24.931994,0
2016-06-30 03:47:04.564911,TRUE,FALSE,0,FALSE,2016-06-30 03:47:04.564911,0
2016-06-30 20:26:19.435089,FALSE,FALSE,0,FALSE,2016-06-30 20:26:19.435089,0
2016-07-01 03:51:59.068006,TRUE,FALSE,0,FALSE,2016-07-01 03:51:59.068006,0
2016-07-01 20:31:03.438816,FALSE,FALSE,0,FALSE,2016-07-01 20:31:03.438816,0
2016-07-02 03:54:23.236188,TRUE,FALSE,0,FALSE,2016-07-02 03:54:23.236188,0
2016-07-02 20:01:03.438816,FALSE,FALSE,0,FALSE,2016-07-02 20:01:03.438816,0
2016-07-03 03:47:20.561184,TRUE,FALSE,0,FALSE,2016-07-03 03:47:20.561184,0
2016-07-03 20:20:00.286704,FALSE,FALSE,0,FALSE,2016-07-03 20:20:00.286704,0
2016-07-04 03:47:20.561184,TRUE,FALSE,0,FALSE,2016-07-04 03:47:20.561184,0
2016-07-04 20:01:03.438816,FALSE,FALSE,0,FALSE,2016-07-04 20:01:03.438816,0
2016-07-05 03:47:20.561184,TRUE,FALSE,0,FALSE,2016-07-05 03:47:20.561184,0
2016-07-05 20:18:18.551669,FALSE,FALSE,0,FALSE,2016-07-05 20:18:18.551669,0
2016-07-06 03:40:05.448331,TRUE,FALSE,0,FALSE,2016-07-06 03:40:05.448331,0
2016-07-06 19:56:03.438816,FALSE,FALSE,0,FALSE,2016-07-06 19:56:03.438816,0
2016-07-07 04:01:54.484337,TRUE,FALSE,0,FALSE,2016-07-07 04:01:54.484337,0
2016-07-07 20:03:18.551669,FALSE,FALSE,0,FALSE,2016-07-07 20:03:18.551669,0
2016-07-08 04:00:05.448331,TRUE,FALSE,0,FALSE,2016-07-08 04:00:05.448331,0
2016-07-08 20:04:00.763812,FALSE,FALSE,0,FALSE,2016-07-08 20:04:00.763812,0
2016-07-09 03:49:23.236188,TRUE,FALSE,0,FALSE,2016-07-09 03:49:23.236188,0
2016-07-09 19:51:03.438816,FALSE,FALSE,0,FALSE,2016-07-09 19:51:03.438816,0
2016-07-10 03:59:23.236188,TRUE,FALSE,0,FALSE,2016-07-10 03:59:23.236188,0
2016-07-10 20:06:03.438816,FALSE,FALSE,0,FALSE,2016-07-10 20:06:03.438816,0
2016-07-11 04:05:05.448331,TRUE,FALSE,0,FALSE,2016-07-11 04:05:05.448331,0
2016-07-11 20:11:03.438816,FALSE,FALSE,0,FALSE,2016-07-11 20:11:03.438816,0
2016-07-12 04:00:05.448331,TRUE,FALSE,0,FALSE,2016-07-12 04:00:05.448331,0
2016-07-12 20:06:03.438816,FALSE,FALSE,0,FALSE,2016-07-12 20:06:03.438816,0
2016-07-13 04:04:23.236188,TRUE,FALSE,0,FALSE,2016-07-13 04:04:23.236188,0
2016-07-13 20:01:03.438816,FALSE,FALSE,0,FALSE,2016-07-13 20:01:03.438816,0
2016-07-14 04:06:53.282366,TRUE,FALSE,0,FALSE,2016-07-14 04:06:53.282366,0
2016-07-14 19:51:37.87924,FALSE,FALSE,0,FALSE,2016-07-14 19:51:37.87924,0
2016-07-15 04:04:00.867038,TRUE,FALSE,0,FALSE,2016-07-15 04:04:00.867038,0
2016-07-15 20:01:03.438816,FALSE,FALSE,0,FALSE,2016-07-15 20:01:03.438816,0
2016-07-16 04:06:52.398504,TRUE,FALSE,0,FALSE,2016-07-16 04:06:52.398504,0
2016-07-16 20:06:19.435089,FALSE,FALSE,0,FALSE,2016-07-16 20:06:19.435089,0
2016-07-17 04:07:04.564911,TRUE,FALSE,0,FALSE,2016-07-17 04:07:04.564911,0
2016-07-17 20:06:03.438816,FALSE,FALSE,0,FALSE,2016-07-17 20:06:03.438816,0
2016-07-18 04:05:05.448331,TRUE,FALSE,0,FALSE,2016-07-18 04:05:05.448331,0
2016-07-18 20:06:03.438816,FALSE,FALSE,0,FALSE,2016-07-18 20:06:03.438816,0
2016-07-19 04:11:50.355763,TRUE,FALSE,0,FALSE,2016-07-19 04:11:50.355763,0
2016-07-19 19:56:03.438816,FALSE,FALSE,0,FALSE,2016-07-19 19:56:03.438816,0
2016-07-20 04:14:00.867038,TRUE,FALSE,0,FALSE,2016-07-20 04:14:00.867038,0
2016-07-20 19:58:18.551669,FALSE,FALSE,0,FALSE,2016-07-20 19:58:18.551669,0
