"Time","Lon","Lat"
2016-06-18 20:23:18.551669,-2.86878586733178,44.2430310348288
2016-06-19 04:02:20.561184,-2.84158425917934,44.2122314389658
2016-06-19 20:23:18.551669,-1.77350898437055,45.1252858301721
2016-06-20 03:54:00.867038,-1.52495879669482,44.9127407302359
2016-06-20 20:21:32.282449,-2.53865588366239,44.0314826652938
2016-06-21 04:02:20.561184,-2.82081741464941,44.2821095475401
2016-06-21 20:24:00.763812,-0.294094941734272,46.3842241364985
2016-06-22 03:42:20.561184,-1.14751874912827,47.0495570590774
2016-06-22 20:31:03.438816,-1.69478311500018,46.637041555933
2016-06-23 03:46:56.236802,-0.699555309517905,45.8581194096119
2016-06-23 20:23:18.551669,-0.098517464468955,46.3504724345697
2016-06-24 03:42:20.561184,-0.480432636839282,46.6642530476291
2016-06-24 20:26:34.691627,-1.33429984729582,46.0050104428098
2016-06-25 03:49:23.236188,-1.28757826291127,45.9863954244342
2016-06-25 20:26:24.931994,-0.0993858438584425,46.941439251167
2016-06-26 03:40:05.448331,-0.653438009263709,47.3846453827636
2016-06-26 20:31:03.438816,-2.36765845274908,46.07760712714
2016-06-27 03:54:00.867038,-1.13687411564626,45.0867133313374
2016-06-27 20:21:24.931994,0.00403872764582047,46.0613787766897
2016-06-28 03:45:05.448331,-0.832213110374596,46.7577449404046
2016-06-28 20:28:18.551669,-1.05513534378662,46.6162965293392
2016-06-29 03:47:04.564911,-0.793573258717856,46.4453777494147
2016-06-29 20:26:24.931994,-0.7688316150643,46.5026462127246
2016-06-30 03:47:04.564911,-0.732986197218395,46.5146851131278
2016-06-30 20:26:19.435089,-1.32221724127652,46.0815551794394
2016-07-01 03:51:59.068006,-1.88995653899258,46.584637113379
2016-07-01 20:31:03.438816,-2.16658552980198,46.409241393373
2016-07-02 03:54:23.236188,1.60620980884858,43.1531635105193
2016-07-02 20:01:03.438816,2.50975735318389,44.0452799156711
2016-07-03 03:47:20.561184,0.164280291414684,46.135137268599
2016-07-03 20:20:00.286704,0.186731256793166,46.2085973006927
2016-07-04 03:47:20.561184,2.57686616384836,44.1924650268804
2016-07-04 20:01:03.438816,2.59863699938592,44.27201809803
2016-07-05 03:47:20.561184,0.463690175969873,46.195047747341
2016-07-05 20:18:18.551669,1.39112085826901,47.0134279229268
2016-07-06 03:40:05.448331,4.19282486846078,44.7015463364864
2016-07-06 19:56:03.438816,1.48626075817288,42.1788859073708
2016-07-07 04:01:54.484337,0.599628335708189,43.1343017284794
2016-07-07 20:03:18.551669,0.846243735141854,43.4468503810906
2016-07-08 04:00:05.448331,0.77723695129464,43.5894186993985
2016-07-08 20:04:00.763812,2.13368840945373,44.9341105837092
2016-07-09 03:49:23.236188,3.77102126247621,43.4736559041094
2016-07-09 19:51:03.438816,2.53891991937769,42.3208715265208
2016-07-10 03:59:23.236188,0.68126998311584,44.2432312056653
2016-07-10 20:06:03.438816,-0.0147427577600752,43.6596291661137
2016-07-11 04:05:05.448331,-0.62345200683194,44.3364061747582
2016-07-11 20:11:03.438816,0.0174137859040115,45.0276856724472
2016-07-12 04:00:05.448331,0.657632549353309,44.5207239807808
2016-07-12 20:06:03.438816,0.135567353654437,44.113838446373
2016-07-13 04:04:23.236188,0.774799467582397,43.5803764497304
2016-07-13 20:01:03.438816,0.476170015484342,43.3791171557315
2016-07-14 04:06:53.282366,1.66759660477487,42.237692501319
2016-07-14 19:51:37.87924,2.03967996664176,42.7376201419341
2016-07-15 04:04:00.867038,0.873724713041383,44.0426522280901
2016-07-15 20:01:03.438816,0.528242204278172,43.8038126726018
2016-07-16 04:06:52.398504,-0.118910664949226,44.5632172444471
2016-07-16 20:06:19.435089,-0.133490656500726,44.6621912968752
2016-07-17 04:07:04.564911,-0.0901379017841464,44.735772406919
2016-07-17 20:06:03.438816,0.167665161324408,45.1063493982934
2016-07-18 04:05:05.448331,0.176570295532656,45.2184977782736
2016-07-18 20:06:03.438816,-0.658423159749702,44.5115295357942
2016-07-19 04:11:50.355763,0.599286828202139,43.3235302048531
2016-07-19 19:56:03.438816,0.33476776099377,43.1651643835774
2016-07-20 04:14:00.867038,0.0598954757720094,43.5932883714143
2016-07-20 19:58:18.551669,-0.0684482628771548,43.5873957368777
2016-07-21 04:15:05.448331,1.4140896365011,42.061516381914
2016-07-21 19:46:29.515663,1.41909700737699,42.2045069295211
2016-07-22 04:15:05.448331,-0.938304827224499,44.9309701346794
2016-07-22 20:05:23.121927,-1.79029526129636,44.1732152715091
2016-07-23 04:21:56.236802,1.18068152479384,40.8698569172293
2016-07-23 19:41:38.474834,2.12700267239836,42.1683416281699
2016-07-24 04:14:23.236188,1.50897801510052,43.0431625360753
2016-07-24 19:46:35.990732,0.515911966556871,42.021232460333
2016-07-25 04:22:20.561184,-1.17688604026245,44.1456990752626
2016-07-25 20:00:08.799954,-1.25455891494164,44.2156056168553
2016-07-26 04:22:57.896855,0.619752464604801,42.1769132917936
2016-07-26 19:45:08.799954,-1.52214030831107,39.5626208058405
2016-07-27 04:40:05.448331,-3.35400178649138,42.1239397934115
2016-07-27 19:59:47.148245,-2.01844739326066,43.9004553878227
2016-07-28 04:29:23.236188,-0.36973021318704,42.0647758005332
2016-07-28 19:46:34.237653,0.163678585460275,42.9035017197875
2016-07-29 04:25:05.448331,1.40542183197181,41.4962306033747
2016-07-29 19:36:36.073574,1.15233174976356,41.3388371819167
2016-07-30 04:27:04.564911,-0.941962743155841,44.1658534387756
2016-07-30 19:53:18.551669,-2.23152842957069,42.7563798934579
