"series","timestamp","value","label"
"Set","2025-02-14T18:30:46Z",1090,"8"
"Rise","2025-02-15T06:45:46Z",385,"8"
"Set","2025-02-15T18:30:46Z",1090,"8"
"Rise","2025-02-16T07:00:46Z",400,"8"
"Set","2025-02-16T18:30:46Z",1090,"8"
"Rise","2025-02-17T06:55:46Z",395,"8"
"Set","2025-02-17T18:30:46Z",1090,"8"
"Rise","2025-02-18T06:50:46Z",390,"8"
"Set","2025-02-18T18:30:46Z",1090,"8"
"Rise","2025-02-19T07:00:46Z",400,"8"
"Set","2025-02-19T18:35:46Z",1095,"8"
"Rise","2025-02-20T06:45:46Z",385,"8"
"Set","2025-02-20T18:35:46Z",1095,"8"
"Rise","2025-02-21T06:50:46Z",390,"8"
"Set","2025-02-21T18:35:46Z",1095,"8"
"Rise","2025-02-22T06:45:46Z",385,"8"
"Set","2025-02-22T18:35:46Z",1095,"8"
"Rise","2025-02-23T06:30:46Z",370,"8"
"Set","2025-02-23T18:35:46Z",1095,"8"
"Rise","2025-02-24T06:40:46Z",380,"8"
"Set","2025-02-24T18:40:46Z",1100,"8"
"Rise","2025-02-25T06:40:46Z",380,"8"
"Set","2025-02-25T18:40:46Z",1100,"8"
"Rise","2025-02-26T06:35:46Z",375,"8"
"Set","2025-02-26T18:40:46Z",1100,"8"
"Rise","2025-02-27T06:40:46Z",380,"8"
"Set","2025-02-27T18:40:46Z",1100,"8"
"Rise","2025-02-28T06:40:46Z",380,"8"
"Set","2025-02-28T18:40:46Z",1100,"8"
"Rise","2025-03-01T06:35:46Z",375,"8"
"Set","2025-03-01T18:35:46Z",1095,"8"
"Rise","2025-03-02T06:40:46Z",380,"8"
"Set","2025-03-02T18:45:46Z",1105,"8"
"Rise","2025-03-03T06:30:46Z",370,"8"
"Set","2025-03-03T18:40:46Z",1100,"8"
"Rise","2025-03-04T06:20:46Z",360,"8"
"Set","2025-03-04T18:45:46Z",1105,"8"
"Rise","2025-03-05T06:30:46Z",370,"8"
"Set","2025-03-05T18:35:46Z",1095,"8"
"Rise","2025-03-06T06:20:46Z",360,"8"
"Set","2025-03-06T18:40:46Z",1100,"8"
"Rise","2025-03-07T06:20:46Z",360,"9"
"Set","2025-03-07T21:00:46Z",1240,"9-5"
"Rise","2025-03-08T06:10:46Z",350,"10"
"Set","2025-03-08T18:15:46Z",1075,"10"
"Rise","2025-03-09T06:05:46Z",345,"11"
"Set","2025-03-09T18:25:46Z",1085,"11"
"Rise","2025-03-10T06:00:46Z",340,"11"
"Set","2025-03-10T18:35:46Z",1095,"11"
"Rise","2025-03-11T06:00:46Z",340,"11"
"Set","2025-03-11T18:30:46Z",1090,"11"
"Rise","2025-03-12T06:00:46Z",340,"11"
"Set","2025-03-12T18:30:46Z",1090,"11"
"Rise","2025-03-13T06:00:46Z",340,"11"
"Set","2025-03-13T18:30:46Z",1090,"11"
"Rise","2025-03-14T05:50:46Z",330,"11"
"Set","2025-03-14T18:35:46Z",1095,"11"
"Rise","2025-03-15T06:00:46Z",340,"11"
"Set","2025-03-15T18:30:46Z",1090,"11"
"Rise","2025-03-16T05:50:46Z",330,"11"
"Set","2025-03-16T18:25:46Z",1085,"11"
"Rise","2025-03-17T05:50:46Z",330,"11"
"Set","2025-03-17T18:35:46Z",1095,"11"
"Rise","2025-03-18T05:35:46Z",315,"11"
"Set","2025-03-18T18:35:46Z",1095,"11"
"Rise","2025-03-19T05:40:46Z",320,"11"
"Set","2025-03-19T18:40:46Z",1100,"11"
"Rise","2025-03-20T05:30:46Z",310,"11"
"Set","2025-03-20T18:40:46Z",1100,"11"
"Rise","2025-03-21T05:45:46Z",325,"11"
"Set","2025-03-21T18:45:46Z",1105,"11"
"Rise","2025-03-22T05:35:46Z",315,"11"
"Set","2025-03-22T18:40:46Z",1100,"11"
"Rise","2025-03-23T05:25:46Z",305,"11"
"Set","2025-03-23T18:45:46Z",1105,"11"
"Rise","2025-03-24T05:35:46Z",315,"11"
"Set","2025-03-24T18:50:46Z",1110,"11"
"Rise","2025-03-25T05:30:46Z",310,"11"
"Set","2025-03-25T18:45:46Z",1105,"11"
"Rise","2025-03-26T05:30:46Z",310,"11"
"Set","2025-03-26T18:45:46Z",1105,"11"
"Rise","2025-03-27T05:20:46Z",300,"11"
"Set","2025-03-27T18:55:46Z",1115,"11"
"Rise","2025-03-28T05:20:46Z",300,"11"
"Set","2025-03-28T18:55:46Z",1115,"11"
"Rise","2025-03-29T05:20:46Z",300,"11"
"Set","2025-03-29T18:55:46Z",1115,"11"
"Rise","2025-03-30T05:10:46Z",290,"11"
"Set","2025-03-30T19:00:46Z",1120,"11"
"Rise","2025-03-31T05:15:46Z",295,"11"
"Set","2025-03-31T19:05:46Z",1125,"11"
"Rise","2025-04-01T05:15:46Z",295,"11"
"Set","2025-04-01T19:05:46Z",1125,"11"
"Rise","2025-04-02T05:10:46Z",290,"11"
"Set","2025-04-02T18:55:46Z",1115,"11"
"Rise","2025-04-03T05:20:46Z",300,"11"
"Set","2025-04-03T19:00:46Z",1120,"11"
"Rise","2025-04-04T05:10:46Z",290,"11"
"Set","2025-04-04T19:05:46Z",1125,"11"
"Rise","2025-04-05T05:00:46Z",280,"11"
"Set","2025-04-05T19:10:46Z",1130,"11"
"Rise","2025-04-06T05:00:46Z",280,"11"
"Set","2025-04-06T19:10:46Z",1130,"11"
"Rise","2025-04-07T04:55:46Z",275,"11"
"Set","2025-04-07T19:15:46Z",1135,"11"
"Rise","2025-04-08T04:55:46Z",275,"11"
"Set","2025-04-08T19:10:46Z",1130,"11"
"Rise","2025-04-09T04:55:46Z",275,"11"
"Set","2025-04-09T19:15:46Z",1135,"11"
"Rise","2025-04-10T05:00:46Z",280,"11"
"Set","2025-04-10T19:20:46Z",1140,"11"
