"series","timestamp","value","label"
"Set","2025-01-12T17:55:46Z",1055,"8"
"Rise","2025-01-13T07:15:46Z",415,"8"
"Set","2025-01-13T18:00:46Z",1060,"8"
"Rise","2025-01-14T07:20:46Z",420,"8"
"Set","2025-01-14T18:00:46Z",1060,"8"
"Rise","2025-01-15T07:15:46Z",415,"8"
"Set","2025-01-15T18:00:46Z",1060,"8"
"Rise","2025-01-16T07:15:46Z",415,"8"
"Set","2025-01-16T18:00:46Z",1060,"8"
"Rise","2025-01-17T07:15:46Z",415,"8"
"Set","2025-01-17T18:00:46Z",1060,"8"
"Rise","2025-01-18T07:15:46Z",415,"8"
"Set","2025-01-18T18:05:46Z",1065,"8"
"Rise","2025-01-19T07:15:46Z",415,"8"
"Set","2025-01-19T18:00:46Z",1060,"8"
"Rise","2025-01-20T07:20:46Z",420,"8"
"Set","2025-01-20T17:50:46Z",1050,"8"
"Rise","2025-01-21T07:15:46Z",415,"8"
"Set","2025-01-21T17:45:46Z",1045,"8"
"Rise","2025-01-22T07:15:46Z",415,"8"
"Set","2025-01-22T17:55:46Z",1055,"8"
"Rise","2025-01-23T07:10:46Z",410,"8"
"Set","2025-01-23T18:00:46Z",1060,"8"
"Rise","2025-01-24T07:15:46Z",415,"8"
"Set","2025-01-24T18:05:46Z",1065,"8"
"Rise","2025-01-25T07:15:46Z",415,"8"
"Set","2025-01-25T18:10:46Z",1070,"8"
"Rise","2025-01-26T07:10:46Z",410,"8"
"Set","2025-01-26T18:00:46Z",1060,"8"
"Rise","2025-01-27T07:20:46Z",420,"8"
"Set","2025-01-27T18:10:46Z",1070,"8"
"Rise","2025-01-28T07:00:46Z",400,"8"
"Set","2025-01-28T18:10:46Z",1070,"8"
"Rise","2025-01-29T07:10:46Z",410,"8"
"Set","2025-01-29T18:05:46Z",1065,"8"
"Rise","2025-01-30T07:10:46Z",410,"8"
"Set","2025-01-30T18:15:46Z",1075,"8"
"Rise","2025-01-31T07:05:46Z",405,"8"
"Set","2025-01-31T18:15:46Z",1075,"8"
"Rise","2025-02-01T07:10:46Z",410,"8"
"Set","2025-02-01T18:15:46Z",1075,"8"
"Rise","2025-02-02T07:05:46Z",405,"8"
"Set","2025-02-02T18:15:46Z",1075,"8"
"Rise","2025-02-03T07:10:46Z",410,"8"
"Set","2025-02-03T18:20:46Z",1080,"8"
"Rise","2025-02-04T07:10:46Z",410,"8"
"Set","2025-02-04T18:20:46Z",1080,"8"
"Rise","2025-02-05T07:05:46Z",405,"8"
"Set","2025-02-05T18:20:46Z",1080,"8"
"Rise","2025-02-06T07:10:46Z",410,"8"
"Set","2025-02-06T18:20:46Z",1080,"8"
"Rise","2025-02-07T06:55:46Z",395,"8"
"Set","2025-02-07T18:20:46Z",1080,"8"
"Rise","2025-02-08T06:55:46Z",395,"8"
"Set","2025-02-08T18:25:46Z",1085,"8"
"Rise","2025-02-09T06:55:46Z",395,"8"
"Set","2025-02-09T18:25:46Z",1085,"8"
"Rise","2025-02-10T06:55:46Z",395,"8"
"Set","2025-02-10T18:25:46Z",1085,"8"
"Rise","2025-02-11T06:45:46Z",385,"8"
"Set","2025-02-11T18:25:46Z",1085,"8"
"Rise","2025-02-12T06:45:46Z",385,"8"
"Set","2025-02-12T18:25:46Z",1085,"8"
"Rise","2025-02-13T07:00:46Z",400,"8"
"Set","2025-02-13T18:25:46Z",1085,"8"
"Rise","2025-02-14T06:50:46Z",390,"8"
